priority_rank,word,url,candidate_pool,BD_IMPRESSIONS,BD_CLICKS,BD_CTR,BD_POSITION,tier,tier_score,migration_class,static_legacy_status,confidence,source_completeness_score,source_fields_present,BD_RELEVANT_QUERY_IMPRESSIONS,GLOBAL_CONTEXT_IMPRESSIONS,priority_score,reason,proposed_action
628,convert,https://ovidhan.net/word/convert.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
629,converted,https://ovidhan.net/word/converted.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
630,converter,https://ovidhan.net/word/converter.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
631,cook,https://ovidhan.net/word/cook.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
632,cookies,https://ovidhan.net/word/cookies.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
633,cooking,https://ovidhan.net/word/cooking.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
634,cool,https://ovidhan.net/word/cool.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
635,cooling,https://ovidhan.net/word/cooling.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
636,cooperation,https://ovidhan.net/word/cooperation.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
637,coordinator,https://ovidhan.net/word/coordinator.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
638,copies,https://ovidhan.net/word/copies.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
639,copper,https://ovidhan.net/word/copper.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
640,copy,https://ovidhan.net/word/copy.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
641,copyright,https://ovidhan.net/word/copyright.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
642,core,https://ovidhan.net/word/core.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
643,corner,https://ovidhan.net/word/corner.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
644,corporate,https://ovidhan.net/word/corporate.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
645,corporation,https://ovidhan.net/word/corporation.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
646,correct,https://ovidhan.net/word/correct.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
647,corrections,https://ovidhan.net/word/corrections.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
648,correctly,https://ovidhan.net/word/correctly.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
649,corresponding,https://ovidhan.net/word/corresponding.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
650,cost,https://ovidhan.net/word/cost.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
651,costa,https://ovidhan.net/word/costa.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
652,costs,https://ovidhan.net/word/costs.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
653,cotton,https://ovidhan.net/word/cotton.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
654,council,https://ovidhan.net/word/council.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
655,counsel,https://ovidhan.net/word/counsel.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
656,counseling,https://ovidhan.net/word/counseling.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
657,count,https://ovidhan.net/word/count.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
658,counter,https://ovidhan.net/word/counter.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
659,counties,https://ovidhan.net/word/counties.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
660,countries,https://ovidhan.net/word/countries.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
661,country,https://ovidhan.net/word/country.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
662,counts,https://ovidhan.net/word/counts.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
663,county,https://ovidhan.net/word/county.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
664,couple,https://ovidhan.net/word/couple.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
665,couples,https://ovidhan.net/word/couples.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
666,coupons,https://ovidhan.net/word/coupons.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
667,course,https://ovidhan.net/word/course.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
668,courses,https://ovidhan.net/word/courses.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
669,court,https://ovidhan.net/word/court.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
670,courts,https://ovidhan.net/word/courts.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
671,cover,https://ovidhan.net/word/cover.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
672,coverage,https://ovidhan.net/word/coverage.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
673,covered,https://ovidhan.net/word/covered.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
674,covering,https://ovidhan.net/word/covering.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
675,covers,https://ovidhan.net/word/covers.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
676,crack,https://ovidhan.net/word/crack.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
677,craft,https://ovidhan.net/word/craft.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
678,crafts,https://ovidhan.net/word/crafts.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
679,crash,https://ovidhan.net/word/crash.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
680,crazy,https://ovidhan.net/word/crazy.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
681,cream,https://ovidhan.net/word/cream.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
682,create,https://ovidhan.net/word/create.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
683,created,https://ovidhan.net/word/created.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
684,creation,https://ovidhan.net/word/creation.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
685,creative,https://ovidhan.net/word/creative.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
686,credit,https://ovidhan.net/word/credit.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
687,credits,https://ovidhan.net/word/credits.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
688,creek,https://ovidhan.net/word/creek.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
689,crew,https://ovidhan.net/word/crew.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
690,crime,https://ovidhan.net/word/crime.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
691,criminal,https://ovidhan.net/word/criminal.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
692,crisis,https://ovidhan.net/word/crisis.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
693,criteria,https://ovidhan.net/word/criteria.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
694,critical,https://ovidhan.net/word/critical.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
695,cross,https://ovidhan.net/word/cross.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
696,crown,https://ovidhan.net/word/crown.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
697,cruise,https://ovidhan.net/word/cruise.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
698,cruises,https://ovidhan.net/word/cruises.html,POOL B — HIGH-QUALITY DISCOVERY,0,0,0,0,A,7,REVIEW,LEGACY,LOW CONFIDENCE,4,bangla;definition;part_of_speech;example,0,0,35.3,Tier A/B source quality; discovery candidate requiring external demand data,CONTENT REVIEW
